Performing comparisons between CPU Cuda and Tensor implementation,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Matrixes size,32,32,,,,,,,,,,,,,,,
Single run computation test,,,,,,,,,,,,,,,,,
Name,preparing time (ms),computation time (ms),gathering restuls time (ms),validity,mean of error (to CPU),deviation of error (to CPU),,,,,,,,,,,
MMA CPU,0.004177,0.411205,0.000354,,,,,,,,,,,,,,
MMA Tensor,68.240242,0.015621,0.010845,False,1,0,,,,,,,,,,,
MMA CUDA,0.080122,0.030367,0.008654,True,0,0,,,,,,,,,,,
MMA CUDA Shared,0.071819,0.017295,0.007991,False,0,0,,,,,,,,,,,
MMA CUDA Shared Half,0.081242,0.016787,0.008548,False,0.00005,0.000039,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Multi run computation  test, execution count :150,,,,,,,,,,,,,,,,
MMA CPU Loading,MMA CPU Computing,MMA CPU Outputing,MMA Tensor Loading,MMA Tensor Computing,MMA Tensor Outputing,MMA CUDA Loading,MMA CUDA Computing,MMA CUDA Outputing,MMA CUDA Shared Loading,MMA CUDA Shared Computing,MMA CUDA Shared Outputing,MMA CUDA Shared Half Loading,MMA CUDA Shared Half Computing,MMA CUDA Shared Half Outputing,MMA Tensor Shared Loading,MMA Tensor Shared Computing,MMA Tensor Shared Outputing
0.232286,6.455212,0.044596,2.518488,0.1488,0.158454,0.441725,0.645696,0.157985,0.442558,0.498208,0.173657,2.536937,0.521504,0.156181,-1,-1,-1
0.230894,6.449338,0.044111,2.520174,0.148992,0.169136,0.443965,0.647456,0.155881,0.442201,0.495936,0.155921,2.521074,0.522336,0.155598,-1,-1,-1
0.231624,6.431023,0.045237,2.487778,0.150368,0.156486,0.444511,0.647584,0.159847,0.442799,0.507136,0.156398,2.563603,0.52176,0.155854,-1,-1,-1
0.230285,6.402372,0.043881,2.511439,0.149312,0.156036,0.440913,0.644,0.155939,0.44252,0.506336,0.15595,2.548058,0.522432,0.1536,-1,-1,-1
0.232006,6.449817,0.043926,2.535871,0.149568,0.156266,0.44578,0.647296,0.155893,0.45264,0.497216,0.161177,2.536364,0.522304,0.156891,-1,-1,-1
0.231212,6.440222,0.044083,2.517975,0.1504,0.157035,0.442447,0.644576,0.155085,0.440294,0.50752,0.15645,2.543504,0.522432,0.153742,-1,-1,-1
0.232022,6.453347,0.043808,2.527406,0.149504,0.157586,0.442347,0.645088,0.155928,0.44323,0.502976,0.158028,2.567413,0.529536,0.15688,-1,-1,-1
0.231462,6.468131,0.043939,2.518511,0.149472,0.157492,0.443812,0.6464,0.155471,0.44764,0.507104,0.156307,2.539108,0.521568,0.154367,-1,-1,-1
0.232602,6.423596,0.044179,2.511195,0.149856,0.156727,0.444633,0.647584,0.155782,0.441601,0.501216,0.157253,2.553055,0.529056,0.155281,-1,-1,-1
0.231853,6.422167,0.044005,2.502919,0.149888,0.160924,0.443809,0.644032,0.155683,0.443814,0.506656,0.157563,2.566407,0.520832,0.154041,-1,-1,-1
0.230939,6.460129,0.043901,2.507421,0.148384,0.157431,0.446589,0.647168,0.156118,0.443675,0.498464,0.172575,2.55054,0.530432,0.155322,-1,-1,-1
0.231163,6.451857,0.044257,2.518518,0.149216,0.157993,0.443146,0.643232,0.158178,0.441969,0.505344,0.155898,2.553951,0.52192,0.153735,-1,-1,-1
0.231082,6.462053,0.043944,2.518893,0.149504,0.169524,0.443683,0.643232,0.155997,0.442246,0.498464,0.156506,2.556446,0.522944,0.156948,-1,-1,-1
0.231319,6.444878,0.044165,2.485312,0.149056,0.167374,0.443299,0.64432,0.155237,0.441762,0.497728,0.156647,2.534428,0.52832,0.15417,-1,-1,-1
0.231059,6.439172,0.043755,2.499164,0.150464,0.156581,0.447241,0.6472,0.155919,0.452893,0.499584,0.157377,2.561296,0.522496,0.158307,-1,-1,-1
0.229373,6.111176,0.043912,2.510785,0.148896,0.157198,0.442633,0.644864,0.155464,0.445783,0.49952,0.156265,2.571398,0.52224,0.15409,-1,-1,-1
0.231306,6.062256,0.043681,2.535262,0.149632,0.157029,0.444904,0.64544,0.156086,0.439615,0.505344,0.158736,2.541568,0.523168,0.157393,-1,-1,-1
0.232487,5.979137,0.043876,2.53433,0.14896,0.157291,0.445634,0.64624,0.15853,0.449882,0.496192,0.155797,2.545012,0.522208,0.154986,-1,-1,-1
0.230839,5.929734,0.043853,2.519449,0.148704,0.156699,0.447084,0.644256,0.157095,0.442991,0.507328,0.157786,2.563468,0.530368,0.161491,-1,-1,-1
0.232495,5.946581,0.044437,2.51581,0.150208,0.156434,0.441668,0.645152,0.156034,0.441258,0.508704,0.160269,2.542318,0.52448,0.153969,-1,-1,-1
0.230245,5.9333,0.044161,2.503731,0.14864,0.158034,0.443686,0.646304,0.160558,0.440723,0.506848,0.16044,2.558855,0.522528,0.155353,-1,-1,-1
0.230141,5.944741,0.044676,2.499953,0.148896,0.156338,0.442065,0.6464,0.159772,0.459204,0.504768,0.157968,2.558454,0.523168,0.164993,-1,-1,-1
0.230732,5.935302,0.04385,2.543421,0.150432,0.157796,0.443872,0.644416,0.1589,0.444718,0.497792,0.156739,2.545697,0.521504,0.164454,-1,-1,-1
0.230076,5.931874,0.0446,2.513475,0.149184,0.157241,0.442156,0.645344,0.156525,0.441693,0.50768,0.158628,2.554629,0.52128,0.154231,-1,-1,-1
0.231646,5.94239,0.044263,2.487383,0.149472,0.157544,0.444014,0.64432,0.155802,0.460074,0.502496,0.156684,2.559566,0.521632,0.162062,-1,-1,-1
0.231573,5.918467,0.044011,2.501924,0.150656,0.168559,0.447237,0.646016,0.155495,0.442344,0.496992,0.163718,2.524653,0.53072,0.154305,-1,-1,-1
0.231847,5.933946,0.044151,2.504581,0.148736,0.156811,0.44316,0.654912,0.155711,0.441672,0.497728,0.157444,2.531168,0.521952,0.158554,-1,-1,-1
0.235266,5.953772,0.043873,2.549297,0.149152,0.158008,0.443878,0.646912,0.155759,0.441771,0.5064,0.156277,2.567734,0.521952,0.154555,-1,-1,-1
0.232125,5.957191,0.044985,2.526163,0.14944,0.157791,0.442509,0.645056,0.160052,0.440895,0.504384,0.156424,2.545816,0.521216,0.164993,-1,-1,-1
0.231489,5.927199,0.044254,2.542964,0.148896,0.157353,0.447607,0.6432,0.155499,0.441104,0.497312,0.156105,2.556382,0.521664,0.154245,-1,-1,-1
0.231825,5.926425,0.044651,2.525354,0.150016,0.157025,0.444541,0.643808,0.155141,0.441338,0.498592,0.157829,2.523227,0.5288,0.17705,-1,-1,-1
0.230815,5.932813,0.04357,2.521799,0.153568,0.156412,0.442973,0.648224,0.15496,0.457092,0.507136,0.161978,2.565538,0.521632,0.164342,-1,-1,-1
0.232048,5.945448,0.043894,2.5312,0.149312,0.157669,0.443806,0.643808,0.156494,0.441984,0.499232,0.156281,2.570251,0.523168,0.154989,-1,-1,-1
0.232171,5.934247,0.044121,2.50304,0.150592,0.15748,0.442648,0.645504,0.155137,0.442049,0.497344,0.156896,2.533189,0.522368,0.153951,-1,-1,-1
0.231749,5.944119,0.044012,2.530276,0.148992,0.156633,0.443487,0.64496,0.160294,0.446234,0.508064,0.15746,2.536021,0.52144,0.162661,-1,-1,-1
0.232017,5.932405,0.044015,2.504671,0.149824,0.168997,0.444669,0.644864,0.156764,0.440962,0.504608,0.155465,2.519924,0.523488,0.153113,-1,-1,-1
0.233003,5.944387,0.043836,2.52595,0.149024,0.167707,0.443545,0.646432,0.156095,0.44209,0.498208,0.156397,2.534172,0.522048,0.155958,-1,-1,-1
0.230448,5.92702,0.043753,2.535881,0.150176,0.156889,0.443933,0.64656,0.158187,0.442256,0.50544,0.157172,2.558252,0.522496,0.165141,-1,-1,-1
,,,,,,,,,,,,,,,,,
Multi run computation test (with deallocation), execution count :150,,,,,,,,,,,,,,,,
MMA CPU Loading,MMA CPU Computing,MMA CPU Outputing,MMA Tensor Loading,MMA Tensor Computing,MMA Tensor Outputing,MMA CUDA Loading,MMA CUDA Computing,MMA CUDA Outputing,MMA CUDA Shared Loading,MMA CUDA Shared Computing,MMA CUDA Shared Outputing,MMA CUDA Shared Half Loading,MMA CUDA Shared Half Computing,MMA CUDA Shared Half Outputing,MMA Tensor Shared Loading,MMA Tensor Shared Computing,MMA Tensor Shared Outputing
0.842033,9.055119,0.044543,12.410712,0.21568,0.382039,1.742192,0.649152,0.322062,1.705494,0.5008,0.330928,7.033084,0.538848,0.164098,-1,-1,-1
0.235521,6.650237,0.054916,10.489383,0.156224,0.251096,1.25915,0.647424,0.37553,1.285572,0.504992,0.383797,2.622997,0.528672,0.156111,-1,-1,-1
0.234495,6.647717,0.045261,5.075882,0.155552,0.171512,0.525218,0.648352,0.158504,0.630152,0.499328,0.161325,2.585931,0.529056,0.157515,-1,-1,-1
0.234471,6.648632,0.045314,2.958639,0.150048,0.157845,0.48309,0.648,0.157213,0.483137,0.499776,0.1577,2.61145,0.527648,0.158337,-1,-1,-1
0.231161,6.643815,0.043948,2.571197,0.151584,0.158818,0.48232,0.645568,0.156838,0.48826,0.4984,0.160923,2.612754,0.527712,0.15616,-1,-1,-1
0.233226,6.625165,0.044549,2.540034,0.151008,0.158857,0.483414,0.648384,0.157609,0.481356,0.504224,0.156395,2.607779,0.527936,0.166314,-1,-1,-1
0.231466,6.624345,0.043845,2.575734,0.1504,0.15804,0.481652,0.647808,0.161616,0.480882,0.49936,0.158337,2.605586,0.529632,0.156198,-1,-1,-1
0.232855,6.189977,0.044303,2.540056,0.150432,0.159265,0.485476,0.644928,0.155503,0.479398,0.506496,0.161104,2.592334,0.527232,0.161729,-1,-1,-1
0.23105,6.224229,0.043799,2.56819,0.15072,0.15794,0.482633,0.647168,0.156771,0.480252,0.498848,0.157675,2.586462,0.532512,0.160261,-1,-1,-1
0.23237,6.235021,0.044539,2.562652,0.151072,0.168309,0.481464,0.649344,0.156534,0.482552,0.499968,0.157163,2.586426,0.52864,0.165931,-1,-1,-1
0.23362,6.226224,0.043764,2.55276,0.150528,0.158006,0.48152,0.646176,0.161928,0.480421,0.517856,0.158949,2.593569,0.526656,0.156882,-1,-1,-1
0.232623,6.215092,0.044404,2.584445,0.150208,0.158959,0.485061,0.645216,0.160016,0.479932,0.504768,0.157268,2.59955,0.528,0.155287,-1,-1,-1
0.230231,6.238118,0.043828,2.553005,0.149888,0.159242,0.483792,0.644896,0.156467,0.491213,0.506688,0.158598,2.601881,0.528448,0.156723,-1,-1,-1
0.232334,6.197863,0.043984,2.556915,0.155616,0.157895,0.482409,0.647264,0.158299,0.480452,0.498944,0.156746,2.599477,0.532224,0.15601,-1,-1,-1
0.232976,6.193846,0.044013,2.553189,0.150784,0.159604,0.482274,0.645248,0.157697,0.479924,0.505184,0.157987,2.592563,0.529024,0.156444,-1,-1,-1
0.231809,6.208278,0.044482,2.574843,0.151072,0.157439,0.487781,0.646016,0.156314,0.497685,0.506112,0.159188,2.613066,0.52832,0.166733,-1,-1,-1
0.231802,6.198823,0.044116,2.569474,0.151072,0.158764,0.481497,0.644768,0.157756,0.480915,0.499936,0.160978,2.588292,0.528416,0.157988,-1,-1,-1
0.235317,6.22057,0.044651,2.550525,0.151136,0.158258,0.485613,0.647168,0.156093,0.480088,0.505248,0.157609,2.593443,0.527808,0.156004,-1,-1,-1
0.233805,6.175797,0.043779,2.564733,0.150784,0.161283,0.480394,0.644352,0.156965,0.49419,0.497568,0.15902,2.594457,0.527328,0.156317,-1,-1,-1
0.230617,6.213933,0.043834,2.575874,0.150976,0.157926,0.481894,0.645088,0.158002,0.479215,0.499616,0.157196,2.623758,0.5216,0.155286,-1,-1,-1
0.234189,6.231656,0.044025,2.566487,0.15072,0.157458,0.48189,0.645888,0.157022,0.480991,0.499808,0.164371,2.614843,0.527424,0.156658,-1,-1,-1
0.2343,6.238559,0.044104,2.579632,0.150176,0.158747,0.48129,0.6472,0.15602,0.497927,0.505536,0.15701,2.615169,0.528128,0.155683,-1,-1,-1
0.231491,6.217816,0.043985,2.543346,0.150944,0.163701,0.48096,0.646048,0.157381,0.479924,0.497344,0.157776,2.580928,0.527968,0.155961,-1,-1,-1
0.230815,6.22425,0.04395,2.567279,0.150912,0.157738,0.490407,0.645248,0.156066,0.479297,0.50752,0.157572,2.634882,0.529568,0.155711,-1,-1,-1
0.231582,6.200987,0.043807,2.56553,0.155744,0.159384,0.48237,0.64544,0.157069,0.480843,0.499456,0.158734,2.597846,0.528064,0.158581,-1,-1,-1
0.235456,6.214638,0.045034,2.568918,0.149888,0.157916,0.482128,0.645824,0.157106,0.480642,0.499776,0.159128,2.588061,0.527392,0.156224,-1,-1,-1
0.231553,6.18102,0.044486,2.576928,0.150368,0.158528,0.480986,0.643392,0.15656,0.485528,0.499456,0.159592,2.602435,0.527648,0.157629,-1,-1,-1
0.231822,6.217569,0.044492,2.565077,0.15152,0.157678,0.481816,0.644128,0.159505,0.480657,0.498336,0.156988,2.603418,0.52816,0.155151,-1,-1,-1
0.234117,6.213956,0.044471,2.570259,0.151264,0.158943,0.481428,0.646368,0.156158,0.479045,0.500064,0.15854,2.580795,0.527712,0.15611,-1,-1,-1
0.230896,6.222997,0.044171,2.58275,0.150432,0.159525,0.485073,0.645408,0.156034,0.479367,0.506048,0.157388,2.617334,0.52864,0.1558,-1,-1,-1
0.231343,6.225834,0.044464,2.547726,0.151072,0.158827,0.481716,0.642048,0.157336,0.479841,0.49936,0.15853,2.566313,0.527808,0.156661,-1,-1,-1
0.233359,6.255309,0.044373,2.550762,0.150624,0.180306,0.482827,0.64464,0.156937,0.479369,0.505376,0.158373,2.564712,0.52864,0.15489,-1,-1,-1
0.231266,6.222477,0.044527,2.579278,0.150592,0.163199,0.483324,0.646912,0.157278,0.479559,0.499264,0.158157,2.601486,0.527744,0.157194,-1,-1,-1
0.231236,6.218251,0.044445,2.57096,0.150624,0.158178,0.48183,0.646048,0.155953,0.480399,0.508288,0.157743,2.594265,0.528352,0.157216,-1,-1,-1
0.230799,6.221205,0.043803,2.544791,0.15088,0.158848,0.481506,0.645376,0.157452,0.480048,0.498336,0.16047,2.591181,0.528,0.156642,-1,-1,-1
0.233073,6.214933,0.04392,2.559869,0.15088,0.158477,0.48171,0.64672,0.160023,0.479773,0.497088,0.157255,2.61575,0.526336,0.155886,-1,-1,-1
0.231365,6.201508,0.044325,2.561225,0.1504,0.157954,0.481875,0.6464,0.156752,0.480259,0.500096,0.158657,2.605597,0.527616,0.155809,-1,-1,-1
0.230494,6.184269,0.044455,2.565031,0.152064,0.157827,0.484668,0.646336,0.156921,0.485775,0.506912,0.15737,2.605308,0.52784,0.155508,-1,-1,-1
0.231321,6.212102,0.044154,2.537045,0.150368,0.159036,0.482807,0.648384,0.157646,0.478753,0.505696,0.158064,2.580528,0.528384,0.159939,-1,-1,-1
0.232644,6.153067,0.043943,2.567175,0.150592,0.157337,0.483663,0.646304,0.157492,0.481511,0.506752,0.156637,2.613938,0.527904,0.155224,-1,-1,-1
0.231661,6.213171,0.044696,2.540575,0.15104,0.15936,0.481132,0.643232,0.156847,0.480945,0.498144,0.157421,2.591252,0.527808,0.156617,-1,-1,-1
0.232125,6.210751,0.044559,2.54908,0.15008,0.159367,0.487884,0.645568,0.15679,0.479988,0.505696,0.157527,2.593882,0.527744,0.155644,-1,-1,-1
0.231566,6.227556,0.043754,2.587732,0.150368,0.160524,0.48685,0.649472,0.157268,0.48027,0.499296,0.158056,2.571555,0.527456,0.156047,-1,-1,-1
0.231611,6.196699,0.043731,2.571492,0.150624,0.159219,0.481724,0.646464,0.15644,0.480923,0.498784,0.157886,2.61219,0.528,0.15708,-1,-1,-1
0.231785,6.224661,0.044457,2.62503,0.154848,0.159274,0.481398,0.646368,0.158314,0.4795,0.499424,0.15782,2.618869,0.528192,0.157715,-1,-1,-1
0.231175,6.191104,0.043777,2.54685,0.150336,0.159574,0.488943,0.648096,0.157285,0.480497,0.498976,0.1611,2.603722,0.527904,0.155703,-1,-1,-1
0.231239,6.252214,0.043984,2.598533,0.151008,0.157901,0.482903,0.646592,0.157286,0.479571,0.498432,0.157774,2.586065,0.527968,0.167982,-1,-1,-1
0.232849,6.210771,0.044533,2.558984,0.15072,0.167603,0.483112,0.645344,0.15853,0.480494,0.507008,0.157946,2.580957,0.528928,0.155911,-1,-1,-1
0.228346,6.21671,0.043665,2.545826,0.152096,0.157819,0.481572,0.64576,0.156202,0.486542,0.497152,0.156975,2.586079,0.527488,0.158858,-1,-1,-1
0.23019,6.230017,0.044037,2.611668,0.152128,0.162213,0.482139,0.644256,0.15782,0.479592,0.506144,0.158667,2.601541,0.529088,0.158418,-1,-1,-1
0.231164,6.19712,0.043906,2.559296,0.150688,0.159796,0.482361,0.6464,0.156947,0.479644,0.501792,0.159337,2.592456,0.528576,0.166926,-1,-1,-1
0.232082,6.210074,0.044053,2.577844,0.150944,0.157688,0.485654,0.64832,0.156179,0.480409,0.49968,0.158516,2.591919,0.52784,0.156103,-1,-1,-1
0.233563,6.225461,0.043887,2.55707,0.150624,0.158462,0.48124,0.64736,0.156517,0.479403,0.505952,0.157824,2.604862,0.528448,0.166476,-1,-1,-1
0.231559,6.224426,0.043776,2.598663,0.150496,0.157743,0.48311,0.64512,0.156931,0.490928,0.506528,0.158599,2.60048,0.528864,0.154813,-1,-1,-1
0.230805,6.219434,0.044765,2.618752,0.15088,0.158804,0.48293,0.645216,0.157985,0.478866,0.498848,0.15852,2.59207,0.529344,0.167017,-1,-1,-1
0.231462,6.211469,0.044339,2.564638,0.151168,0.15765,0.482096,0.646592,0.156014,0.481887,0.507712,0.157509,2.58764,0.528768,0.155582,-1,-1,-1
0.231873,6.212718,0.044009,2.56596,0.151296,0.159544,0.480874,0.645824,0.156418,0.496887,0.498464,0.158373,2.592888,0.528576,0.157506,-1,-1,-1
0.234965,6.203469,0.044127,2.549866,0.150464,0.168482,0.489671,0.643808,0.156141,0.483444,0.498048,0.157105,2.591173,0.528832,0.17106,-1,-1,-1
0.232545,6.22297,0.044166,2.532827,0.150688,0.158956,0.483077,0.64816,0.156589,0.479421,0.500224,0.156978,2.583928,0.528224,0.156307,-1,-1,-1
0.230747,6.215241,0.044342,2.548533,0.15056,0.17074,0.482149,0.646336,0.15846,0.490597,0.506368,0.157203,2.625502,0.528096,0.155455,-1,-1,-1
0.232637,6.229196,0.043905,2.566666,0.15088,0.158073,0.480698,0.644032,0.156529,0.484569,0.508352,0.158861,2.641321,0.528288,0.163404,-1,-1,-1
0.232434,6.226379,0.044271,2.546689,0.151296,0.158263,0.481297,0.646016,0.158037,0.479402,0.505824,0.157322,2.606574,0.52752,0.15524,-1,-1,-1
0.231223,6.240625,0.044041,2.609989,0.150336,0.157711,0.486503,0.646816,0.156976,0.488804,0.498624,0.158512,2.595753,0.526944,0.169159,-1,-1,-1
0.231622,6.213204,0.043797,2.583379,0.151264,0.158879,0.482185,0.646784,0.156112,0.481261,0.505984,0.157998,2.601962,0.52896,0.155501,-1,-1,-1
0.23092,6.234135,0.043887,2.559365,0.149824,0.158142,0.483096,0.6464,0.156707,0.487369,0.504128,0.158311,2.55582,0.528,0.167442,-1,-1,-1
0.235913,6.201197,0.044351,2.575521,0.150656,0.160458,0.499027,0.644384,0.156782,0.50212,0.5048,0.15763,2.588121,0.527968,0.162171,-1,-1,-1
0.235783,13.744941,0.06229,2.592099,0.151296,0.158698,0.488691,0.648416,0.15694,0.479567,0.499904,0.157452,2.590335,0.528928,0.157079,-1,-1,-1
0.338508,6.898496,0.044447,2.553185,0.150976,0.184717,0.480698,0.64464,0.163446,0.480209,0.515424,0.165666,2.606284,0.527904,0.155276,-1,-1,-1
0.295299,6.634863,0.054711,2.588327,0.150752,0.158907,0.481927,0.645312,0.156234,0.480052,0.498432,0.159092,2.608118,0.527296,0.166361,-1,-1,-1
0.259642,6.62436,0.053635,2.57782,0.150496,0.157976,0.480686,0.64672,0.157104,0.479089,0.504448,0.157746,2.605749,0.528448,0.15499,-1,-1,-1
0.236844,6.629905,0.047069,2.592297,0.150528,0.159061,0.488134,0.6432,0.163183,0.479108,0.505824,0.172823,2.587612,0.526432,0.157534,-1,-1,-1
0.235984,8.052637,0.055282,2.611145,0.150592,0.157205,0.480486,0.645312,0.15577,0.480778,0.4992,0.156978,2.58402,0.528672,0.155089,-1,-1,-1
0.278875,6.948829,0.04421,2.586122,0.150336,0.159065,0.480767,0.646848,0.157337,0.480274,0.50016,0.158937,2.596209,0.535584,0.157101,-1,-1,-1
0.235246,6.637779,0.048325,2.571949,0.151648,0.15891,0.492565,0.64608,0.15658,0.486091,0.50944,0.171972,2.586901,0.529376,0.161597,-1,-1,-1
0.240782,6.333622,0.047645,2.555467,0.150528,0.158419,0.481317,0.646496,0.156534,0.480027,0.498816,0.15864,2.584291,0.529216,0.166867,-1,-1,-1
0.233322,6.209562,0.045546,2.582521,0.150496,0.157909,0.480873,0.645376,0.160468,0.480818,0.512928,0.163139,2.592238,0.527648,0.155782,-1,-1,-1
0.2321,6.222562,0.044408,2.538322,0.151264,0.185012,0.483379,0.643872,0.15791,0.483623,0.499904,0.160565,2.641376,0.52784,0.157405,-1,-1,-1
0.233047,6.21703,0.044349,2.573113,0.150112,0.157766,0.481186,0.64592,0.156716,0.4801,0.49872,0.157288,2.58135,0.528768,0.155491,-1,-1,-1
0.230288,6.211781,0.044057,2.570822,0.151104,0.157643,0.482782,0.649536,0.156897,0.479764,0.499136,0.160059,2.625433,0.528096,0.158677,-1,-1,-1
0.233343,6.24198,0.044024,2.555481,0.150752,0.158987,0.478979,0.643936,0.155449,0.479126,0.507136,0.162454,2.584573,0.528384,0.156375,-1,-1,-1
0.234928,6.217746,0.043664,2.579407,0.150848,0.159143,0.485021,0.64592,0.158454,0.479737,0.507264,0.158021,2.647604,0.529088,0.156538,-1,-1,-1
0.233338,6.222037,0.044134,2.562453,0.1504,0.157825,0.490632,0.647136,0.155773,0.484691,0.507776,0.156949,2.560347,0.527808,0.156692,-1,-1,-1
0.234555,6.180989,0.044495,2.613728,0.15056,0.158294,0.481534,0.6448,0.156566,0.479617,0.499136,0.158145,2.610993,0.525888,0.158708,-1,-1,-1
0.232942,6.209908,0.044237,2.591492,0.15008,0.159937,0.481057,0.645184,0.156349,0.478803,0.50464,0.156995,2.627417,0.528416,0.155461,-1,-1,-1
0.233134,6.233834,0.045014,2.577743,0.151008,0.158688,0.488063,0.64576,0.158996,0.478666,0.49872,0.157815,2.630189,0.528864,0.157092,-1,-1,-1
0.231567,6.207443,0.044402,2.553199,0.150912,0.178469,0.480262,0.645984,0.156316,0.482109,0.49776,0.157007,2.590864,0.52832,0.156201,-1,-1,-1
0.231831,6.227788,0.043908,2.579957,0.149728,0.157728,0.480392,0.647168,0.157698,0.479415,0.498944,0.157651,2.623443,0.528448,0.156667,-1,-1,-1
0.235288,6.232473,0.043452,2.588437,0.15088,0.159714,0.48151,0.647168,0.158419,0.479614,0.505824,0.161874,2.57434,0.528384,0.155212,-1,-1,-1
0.231277,6.192866,0.043743,2.553928,0.150304,0.159826,0.482802,0.643168,0.156829,0.478722,0.499744,0.158411,2.629133,0.52704,0.156283,-1,-1,-1
0.230652,6.217395,0.044386,2.589673,0.151808,0.161155,0.494072,0.647968,0.161789,0.479732,0.49872,0.161674,2.595949,0.527296,0.15611,-1,-1,-1
0.232907,6.211378,0.044721,2.560461,0.149888,0.159008,0.48217,0.6448,0.162521,0.479945,0.498368,0.158865,2.616263,0.528704,0.156504,-1,-1,-1
0.234192,6.194309,0.043947,2.572404,0.150976,0.158768,0.481169,0.643392,0.157817,0.479798,0.511552,0.161555,2.580598,0.527808,0.156594,-1,-1,-1
0.232801,6.239355,0.044473,2.61883,0.150496,0.158835,0.482673,0.644576,0.156782,0.479913,0.500032,0.158352,2.584483,0.528672,0.157754,-1,-1,-1
0.231548,6.229822,0.044068,2.579476,0.150848,0.168488,0.481314,0.64336,0.15585,0.478811,0.506752,0.156785,2.614246,0.52912,0.154778,-1,-1,-1
0.230731,6.221096,0.043972,2.536822,0.150592,0.188279,0.490452,0.645728,0.156325,0.489438,0.504896,0.159058,2.598991,0.528416,0.16297,-1,-1,-1
0.232033,6.179379,0.044378,2.565598,0.150656,0.158301,0.481482,0.646528,0.155835,0.478839,0.50464,0.158881,2.59158,0.528,0.155656,-1,-1,-1
0.234514,6.235326,0.043879,2.565268,0.151136,0.15958,0.482528,0.64544,0.156935,0.4806,0.498272,0.158316,2.607709,0.528608,0.157788,-1,-1,-1
0.232516,6.169927,0.044223,2.554752,0.15072,0.158383,0.503645,0.646272,0.158602,0.497683,0.50672,0.157024,2.596541,0.527808,0.155569,-1,-1,-1
0.231897,6.213485,0.04481,2.562076,0.155008,0.158969,0.481611,0.643872,0.156361,0.481405,0.498784,0.157772,2.575436,0.528192,0.162694,-1,-1,-1
0.23289,6.252794,0.044152,2.546102,0.150496,0.15888,0.481068,0.64592,0.157049,0.480267,0.50064,0.156983,2.565228,0.527232,0.155236,-1,-1,-1
0.231894,6.197993,0.044691,2.554231,0.150144,0.157763,0.484667,0.64672,0.15719,0.491429,0.499232,0.157406,2.614406,0.528064,0.158133,-1,-1,-1
0.233917,6.212603,0.044017,2.550409,0.150528,0.158116,0.480634,0.644128,0.15651,0.480713,0.506304,0.158746,2.616281,0.527104,0.163722,-1,-1,-1
0.237278,6.226077,0.045175,2.554295,0.150688,0.158777,0.502201,0.647008,0.157359,0.477742,0.49776,0.158247,2.592195,0.527808,0.156552,-1,-1,-1
0.230515,6.241077,0.045832,2.580049,0.150176,0.157505,0.487546,0.64928,0.157469,0.489448,0.506944,0.15663,2.589069,0.527968,0.155083,-1,-1,-1
0.232415,6.194085,0.044814,2.576232,0.150944,0.165695,0.487791,0.645024,0.162255,0.480699,0.498016,0.158224,2.603793,0.528448,0.157385,-1,-1,-1
0.234118,6.205283,0.043985,2.542551,0.15088,0.158341,0.484377,0.644576,0.163198,0.486042,0.506272,0.157944,2.590057,0.526912,0.163937,-1,-1,-1
0.235014,6.189845,0.044721,2.577179,0.150528,0.157303,0.481887,0.643328,0.156241,0.503796,0.499648,0.15865,2.61112,0.528032,0.172019,-1,-1,-1
0.233645,6.190735,0.043974,2.558437,0.149888,0.158913,0.479942,0.6488,0.157436,0.479615,0.497184,0.157006,2.623899,0.528544,0.165386,-1,-1,-1
0.232028,6.225779,0.043471,2.542106,0.151424,0.158502,0.482117,0.645024,0.156831,0.487057,0.49888,0.160947,2.597032,0.528288,0.155849,-1,-1,-1
0.231757,6.206837,0.044276,2.556018,0.151232,0.157225,0.481486,0.64576,0.158906,0.47998,0.505184,0.156646,2.604774,0.528992,0.154178,-1,-1,-1
0.233827,6.213268,0.044125,2.579867,0.151136,0.157597,0.498681,0.645216,0.15739,0.479773,0.498528,0.159329,2.582764,0.527616,0.15638,-1,-1,-1
0.234949,6.186429,0.044398,2.562492,0.150496,0.164102,0.480885,0.64384,0.157678,0.480068,0.50864,0.173881,2.599693,0.52896,0.163972,-1,-1,-1
0.235924,6.212746,0.043688,2.544759,0.15056,0.158095,0.482146,0.645376,0.175124,0.480137,0.498816,0.158544,2.604632,0.529312,0.155987,-1,-1,-1
0.231665,6.222281,0.044127,2.56304,0.150496,0.158892,0.481612,0.646848,0.161145,0.479924,0.507072,0.157776,2.587326,0.528576,0.166024,-1,-1,-1
0.233151,6.230503,0.044204,2.552986,0.15072,0.158748,0.482689,0.646944,0.156315,0.479731,0.50592,0.165259,2.585739,0.528096,0.164545,-1,-1,-1
0.229859,6.196476,0.044445,2.549852,0.15152,0.158766,0.481777,0.643968,0.160526,0.479162,0.499008,0.157159,2.583934,0.528448,0.167914,-1,-1,-1
0.231369,6.241442,0.044559,2.559526,0.150144,0.183461,0.481578,0.644864,0.15642,0.480595,0.507168,0.157143,2.595618,0.528064,0.157472,-1,-1,-1
