MMA CPU Loading,MMA CPU Computing,MMA CPU Outputing,MMA CUDA Loading,MMA CUDA Computing,MMA CUDA Outputing,MMA CUDA Shared Loading,MMA CUDA Shared Computing,MMA CUDA Shared Outputing,MMA CUDA Shared Half Rect Tiling 32*64 Loading,MMA CUDA Shared Half Rect Tiling 32*64 Computing,MMA CUDA Shared Half Rect Tiling 32*64 Outputing,MMA CUDA Shared Half Rect Tiling 32*96 Loading,MMA CUDA Shared Half Rect Tiling 32*96 Computing,MMA CUDA Shared Half Rect Tiling 32*96 Outputing,MMA CUDA Shared 16 Tile Loading,MMA CUDA Shared 16 Tile Computing,MMA CUDA Shared 16 Tile Outputing,MMA CUDA Shared Halfs 32 Tile Loading,MMA CUDA Shared Halfs 32 Tile Computing,MMA CUDA Shared Halfs 32 Tile Outputing,MMA Tensor Loading,MMA Tensor Computing,MMA Tensor Outputing,MMA Cublas Loading,MMA Cublas Computing,MMA Cublas Outputing,
0.048558,0.746521,0.015969,0.123355,0.094752,0.043796,0.125202,0.070560,0.043815,0.634170,0.117280,0.045427,0.630083,0.048864,0.044272,0.122620,0.077664,0.044088,0.631039,0.062080,0.044589,0.641216,0.045088,0.043194,0.567267,0.001952,0.045609,
0.048542,0.744257,0.015862,0.123792,0.093760,0.044536,0.124672,0.069984,0.044228,0.636859,0.042880,0.044424,0.631163,0.049696,0.043527,0.123663,0.078624,0.043370,0.642964,0.063584,0.044537,0.642081,0.045472,0.044433,0.569168,0.001984,0.044114,
0.048857,0.746457,0.015810,0.123356,0.094080,0.043721,0.124654,0.070720,0.044355,0.630895,0.043072,0.044776,0.631574,0.048640,0.043689,0.122925,0.078976,0.043968,0.628859,0.062848,0.043890,0.629995,0.046048,0.044031,0.569997,0.001952,0.044546,
0.048550,0.740633,0.015910,0.123907,0.093568,0.044705,0.131730,0.070880,0.044835,0.632508,0.042400,0.044300,0.635229,0.048224,0.043092,0.122128,0.078368,0.043950,0.612556,0.062720,0.044422,0.635091,0.144608,0.044956,0.574538,0.001984,0.043670,
0.048497,0.748640,0.015860,0.123906,0.094080,0.045286,0.123708,0.069920,0.043294,0.629262,0.042176,0.044348,0.616911,0.047872,0.043753,0.122696,0.077632,0.044358,0.608786,0.063328,0.044074,0.628390,0.049696,0.045019,0.570168,0.001952,0.044905,
0.048606,0.744680,0.015802,0.130083,0.093632,0.044621,0.124422,0.070464,0.044650,0.609808,0.044032,0.044741,0.610912,0.049632,0.043104,0.123453,0.079296,0.043775,0.616774,0.062784,0.044682,0.636472,0.049344,0.044637,0.569907,0.001984,0.043566,
0.048556,0.744001,0.015717,0.124332,0.093600,0.043575,0.123906,0.070752,0.043722,0.640662,0.044128,0.045973,0.632710,0.047744,0.045128,0.122777,0.077888,0.044177,0.637226,0.062912,0.045057,0.628521,0.049792,0.044958,0.575676,0.001984,0.044475,
0.048636,0.743952,0.015871,0.123805,0.092800,0.044395,0.124378,0.070240,0.044648,0.634000,0.042848,0.044899,0.628868,0.048896,0.048393,0.121859,0.079648,0.043614,0.614158,0.062720,0.044583,0.616958,0.049888,0.045060,0.571869,0.001952,0.044141,
0.048644,0.745340,0.015765,0.124106,0.094784,0.044655,0.125026,0.070272,0.044410,0.627855,0.042880,0.053950,0.612915,0.048640,0.043303,0.122526,0.079648,0.043910,0.612941,0.063072,0.043234,0.629906,0.050848,0.044217,0.570338,0.002528,0.045192,
0.048539,0.745798,0.015795,0.123939,0.094496,0.043991,0.123916,0.069632,0.044698,0.613509,0.042304,0.044664,0.613724,0.048320,0.043353,0.122267,0.079456,0.043523,0.633238,0.063392,0.044317,0.627815,0.048832,0.044280,0.572067,0.001952,0.044061,
0.048484,0.743222,0.015806,0.122885,0.093728,0.044333,0.124645,0.069920,0.043295,0.630559,0.042464,0.044983,0.628337,0.047808,0.044502,0.122548,0.079552,0.043797,0.641655,0.064096,0.044198,0.636129,0.050304,0.044099,0.573956,0.001952,0.044761,
0.048539,0.746672,0.015927,0.123496,0.093856,0.044320,0.123627,0.070016,0.044781,0.640796,0.043072,0.044926,0.636030,0.048608,0.042944,0.122461,0.079648,0.045839,0.615508,0.062144,0.044153,0.636506,0.050560,0.044235,0.571288,0.001952,0.043672,
0.048620,0.747875,0.016048,0.124457,0.093216,0.044250,0.123740,0.070880,0.043817,0.617782,0.042880,0.044986,0.613824,0.048448,0.044574,0.124056,0.077408,0.043521,0.612216,0.062976,0.043383,0.631288,0.049760,0.043557,0.570287,0.001984,0.044694,
0.048523,0.742779,0.015883,0.123358,0.094944,0.044413,0.124828,0.070016,0.044399,0.612898,0.042624,0.044835,0.618781,0.048704,0.043151,0.122213,0.078816,0.043809,0.636574,0.062688,0.044318,0.626727,0.048896,0.058197,0.575157,0.001952,0.043582,
0.048478,0.743189,0.015830,0.123133,0.093248,0.044437,0.124936,0.070208,0.043921,0.632214,0.042112,0.045077,0.631477,0.049088,0.043708,0.122606,0.077984,0.043915,0.640534,0.063136,0.044007,0.617331,0.049312,0.043885,0.570438,0.001984,0.044848,
0.048515,0.744581,0.015849,0.124350,0.094912,0.044541,0.125221,0.070816,0.045136,0.624335,0.042368,0.044214,0.622998,0.047200,0.042615,0.123356,0.077728,0.043791,0.610288,0.062752,0.043900,0.646666,0.050560,0.044757,0.570290,0.001952,0.043709,
0.048824,0.744528,0.015976,0.123668,0.093024,0.044210,0.124333,0.070496,0.043677,0.640775,0.042880,0.045162,0.609202,0.048640,0.044317,0.122913,0.078144,0.043951,0.609637,0.062496,0.047628,0.630857,0.049952,0.043872,0.567264,0.001952,0.044760,
0.048593,0.747803,0.015974,0.124045,0.093312,0.044544,0.125743,0.069504,0.048058,0.637589,0.042592,0.044050,0.608582,0.049056,0.043794,0.124331,0.079168,0.043407,0.689229,0.060160,0.045820,0.626943,0.050848,0.044516,0.574756,0.001952,0.043994,
0.048613,0.743044,0.015856,0.123208,0.094080,0.044366,0.125205,0.070528,0.044165,0.637496,0.043040,0.044799,0.644168,0.048512,0.044248,0.122561,0.078368,0.043253,0.670229,0.063680,0.044568,0.624724,0.050304,0.043495,0.570423,0.001952,0.044908,
0.048589,1.150114,0.015904,0.123590,0.094432,0.044689,0.124702,0.070688,0.044743,0.625265,0.041792,0.044872,0.627010,0.048224,0.043318,0.122103,0.077024,0.043986,0.622686,0.063040,0.044770,0.636680,0.049472,0.044138,0.569314,0.001952,0.042849,
0.049191,0.750479,0.015806,0.123479,0.093888,0.043946,0.124460,0.069344,0.044180,0.634485,0.042144,0.054786,0.611784,0.048928,0.043862,0.122953,0.079264,0.044036,0.634456,0.062336,0.044205,0.632951,0.050816,0.047483,0.568231,0.002528,0.044363,
0.049189,0.744820,0.015798,0.123573,0.093504,0.044107,0.124389,0.069376,0.044453,0.619425,0.042848,0.047474,0.630896,0.048640,0.043605,0.122787,0.077088,0.043523,0.618860,0.063200,0.044585,0.628311,0.050624,0.044589,0.568694,0.001984,0.043571,
0.048547,0.742102,0.015922,0.123849,0.094304,0.047172,0.123340,0.070400,0.043402,0.633575,0.041984,0.044708,0.630666,0.048672,0.044174,0.123278,0.079264,0.044139,0.641203,0.063680,0.044366,0.626824,0.049600,0.044115,0.575276,0.001952,0.044738,
0.048715,0.744212,0.015922,0.131951,0.094112,0.044741,0.123816,0.070432,0.045044,0.635305,0.042400,0.044378,0.633091,0.048896,0.043819,0.123822,0.077568,0.043693,0.632205,0.062624,0.044400,0.629212,0.049312,0.044298,0.573146,0.002528,0.044339,
0.048529,0.741601,0.015958,0.124295,0.095008,0.044202,0.124547,0.070336,0.043669,0.611691,0.041760,0.045191,0.610991,0.048384,0.043514,0.122171,0.077888,0.044077,0.629923,0.062624,0.044553,0.620014,0.049824,0.044032,0.568510,0.001952,0.044848,
0.048529,0.742797,0.015910,0.124226,0.093344,0.044187,0.123861,0.070624,0.043939,0.611080,0.044032,0.044813,0.612923,0.048480,0.043235,0.123029,0.077792,0.042851,0.631320,0.062720,0.045593,0.627933,0.049472,0.043735,0.576108,0.001952,0.044679,
0.048614,0.747293,0.015881,0.123887,0.092576,0.044430,0.125251,0.069248,0.044336,0.641852,0.042016,0.044731,0.631311,0.048000,0.044310,0.122053,0.073600,0.044082,0.612385,0.063232,0.043041,0.636474,0.050912,0.044079,0.571399,0.001952,0.045053,
0.062318,0.744933,0.015908,0.123500,0.094336,0.043862,0.124706,0.070048,0.044706,0.638997,0.042240,0.044610,0.636191,0.048384,0.043713,0.122739,0.078976,0.045613,0.611106,0.063424,0.044737,0.637409,0.049408,0.043731,0.570060,0.001984,0.044175,
0.048683,0.748473,0.015961,0.123197,0.093888,0.044053,0.124911,0.070688,0.043794,0.616247,0.042592,0.045096,0.611998,0.047968,0.043883,0.122451,0.077408,0.044100,0.621000,0.059072,0.044168,0.632779,0.048608,0.043755,0.572488,0.002400,0.043975,
0.048504,5.084000,0.041677,0.128648,0.093376,0.046229,0.124160,0.070720,0.045007,0.613153,0.043968,0.044623,0.613739,0.048960,0.044577,0.122714,0.077088,0.044653,0.619489,0.062112,0.044145,0.633287,0.049568,0.044057,0.574037,0.001984,0.043429,
0.445117,1.089358,0.020675,0.123251,0.093440,0.043745,0.124938,0.070848,0.044132,0.633624,0.042976,0.044972,0.627355,0.049728,0.045131,0.122726,0.078656,0.044068,0.617504,0.063040,0.043777,0.628170,0.050432,0.043902,0.574303,0.001952,0.044871,
0.056821,0.882123,0.015948,0.126963,0.093824,0.043889,0.124128,0.070272,0.044642,0.640576,0.044288,0.044968,0.634193,0.049216,0.043677,0.122901,0.078528,0.043814,0.633413,0.063584,0.044667,0.643695,0.049792,0.044774,0.573030,0.001984,0.043059,
0.048595,0.743594,0.015878,0.123969,0.093152,0.043426,0.124087,0.069760,0.043947,0.628775,0.044064,0.045680,0.615351,0.049088,0.044477,0.122260,0.078400,0.044026,0.626263,0.063104,0.043988,0.615325,0.048320,0.043826,0.569424,0.001952,0.044715,
0.048992,0.744503,0.015866,0.123291,0.093248,0.043708,0.131607,0.069152,0.044394,0.612673,0.042272,0.044830,0.609184,0.049376,0.044169,0.122113,0.078752,0.042824,0.635702,0.063488,0.044585,0.613404,0.044992,0.044694,0.569410,0.001952,0.043942,
MMA CPU Loading,MMA CPU Computing,MMA CPU Outputing,MMA CUDA Loading,MMA CUDA Computing,MMA CUDA Outputing,MMA CUDA Shared Loading,MMA CUDA Shared Computing,MMA CUDA Shared Outputing,MMA CUDA Shared Half Rect Tiling 32*64 Loading,MMA CUDA Shared Half Rect Tiling 32*64 Computing,MMA CUDA Shared Half Rect Tiling 32*64 Outputing,MMA CUDA Shared Half Rect Tiling 32*96 Loading,MMA CUDA Shared Half Rect Tiling 32*96 Computing,MMA CUDA Shared Half Rect Tiling 32*96 Outputing,MMA CUDA Shared 16 Tile Loading,MMA CUDA Shared 16 Tile Computing,MMA CUDA Shared 16 Tile Outputing,MMA CUDA Shared Halfs 32 Tile Loading,MMA CUDA Shared Halfs 32 Tile Computing,MMA CUDA Shared Halfs 32 Tile Outputing,MMA Tensor Loading,MMA Tensor Computing,MMA Tensor Outputing,MMA Cublas Loading,MMA Cublas Computing,MMA Cublas Outputing,
1.027878,6.184355,0.058647,1.732503,0.717504,0.379011,1.710790,0.525664,0.341654,10.782279,0.326880,0.319858,5.765133,0.281536,0.223843,1.752989,0.542976,0.366060,12.195905,0.474912,0.275007,4.119874,0.193248,0.210916,7.030090,0.002464,0.162869,
0.226370,5.864155,0.046283,1.011174,0.648832,0.192710,1.052448,0.456416,0.384498,7.519327,0.289696,0.185188,7.496791,0.379680,0.255141,0.810999,0.480992,0.201227,6.065200,0.405248,0.194429,4.267527,0.194720,0.197923,2.370546,0.002208,0.167588,
0.222210,6.135619,0.047571,0.455634,0.647392,0.187810,0.979298,0.459168,0.397625,3.928063,0.285440,0.164823,5.002028,0.258176,0.187918,0.446195,0.479712,0.193775,3.247723,0.408992,0.161660,4.855653,0.156192,0.177218,2.321865,0.002208,0.158423,
0.235419,5.862285,0.047189,0.463399,0.649216,0.163276,0.993968,0.461056,0.346985,2.834298,0.254016,0.158124,3.098830,0.225344,0.192438,0.445265,0.479168,0.159904,2.554365,0.405472,0.157456,3.589681,0.345600,0.169945,2.303727,0.002208,0.159364,
0.246082,6.776805,0.047601,0.442649,0.646272,0.161131,0.992063,0.458656,0.327019,2.594236,0.250080,0.158434,3.172248,0.280416,0.244165,0.444407,0.478432,0.160596,2.547069,0.405792,0.158572,2.702730,0.171424,0.200747,2.312130,0.002208,0.158110,
0.243962,5.908468,0.045475,0.442562,0.647328,0.160870,1.009612,0.461216,0.318440,2.538985,0.251744,0.156754,2.927539,0.377536,0.211574,0.444842,0.479040,0.163416,2.544818,0.407744,0.155535,2.737019,0.187040,0.184854,2.306070,0.002592,0.158026,
0.240537,5.831498,0.053955,0.453122,0.655008,0.165499,0.993412,0.458048,0.315723,2.545865,0.278464,0.162554,2.889621,0.264000,0.201406,0.445910,0.478016,0.160961,2.560161,0.406848,0.179911,2.779847,0.158144,0.162555,2.313599,0.002176,0.160685,
0.229252,5.816818,0.047952,0.443279,0.649120,0.160533,0.970621,0.459904,0.312696,2.606953,0.257536,0.170370,2.890085,0.231616,0.212081,0.449599,0.479808,0.163398,2.531255,0.406080,0.155130,2.567527,0.152448,0.165511,2.343631,0.002272,0.156628,
0.239095,5.810853,0.045170,0.445464,0.648608,0.162105,0.958697,0.457920,0.259705,2.653168,0.287808,0.184025,2.865113,0.225760,0.209682,0.444290,0.478336,0.162049,2.518707,0.405280,0.157281,2.701729,0.171520,0.172549,2.308588,0.002208,0.164009,
0.224124,5.790378,0.046237,0.447467,0.654624,0.159291,0.783490,0.461152,0.258400,2.668496,0.290112,0.170145,2.793196,0.233376,0.177581,0.446854,0.478208,0.161299,2.522337,0.407648,0.158947,2.604597,0.174912,0.161077,2.324738,0.002368,0.158613,
0.223841,5.797241,0.045856,0.446828,0.646432,0.160924,0.791077,0.454304,0.207802,2.694257,0.259104,0.163999,2.727793,0.256160,0.234115,0.444871,0.477216,0.164848,2.575236,0.407168,0.157115,2.912840,0.189248,0.195134,2.324301,0.002208,0.159543,
0.222036,5.806551,0.045239,0.444493,0.648704,0.158085,0.649246,0.459296,0.214475,2.578094,0.251520,0.160779,2.814902,0.229824,0.208755,0.448327,0.479328,0.160641,2.561409,0.406048,0.179079,2.711782,0.160672,0.167605,2.307257,0.002176,0.158452,
0.223544,5.805783,0.045463,0.442432,0.649568,0.161171,0.646109,0.468832,0.188671,2.725870,0.478400,0.166834,2.896366,0.227936,0.222259,0.446487,0.483680,0.162123,2.539448,0.405728,0.156398,2.596104,0.156640,0.162307,2.303124,0.002368,0.158959,
0.225410,5.800676,0.045259,0.452570,0.648160,0.160463,0.534633,0.457792,0.177402,2.579262,0.256032,0.160827,2.800116,0.231808,0.171115,0.444842,0.478848,0.160531,2.530533,0.406048,0.155582,2.565411,0.153376,0.177606,2.308925,0.002208,0.157587,
0.225112,5.814104,0.045305,0.442663,0.654688,0.161820,0.538117,0.456448,0.177289,2.554407,0.250784,0.165452,2.780521,0.259840,0.183169,0.445680,0.477632,0.160169,2.761354,0.409536,0.190383,2.622694,0.238176,0.162238,2.290579,0.002240,0.159719,
0.223280,5.794494,0.045851,0.443752,0.648864,0.163161,0.473213,0.453920,0.162158,2.560386,0.252960,0.159825,2.637250,0.252256,0.195220,0.449808,0.477568,0.160791,2.766753,0.447968,0.201040,2.719707,0.309088,0.181009,2.254453,0.002208,0.157536,
0.223338,5.802069,0.045530,0.444219,0.648000,0.159922,0.455321,0.454464,0.161073,2.541056,0.251616,0.161784,2.595808,0.250656,0.177684,0.448544,0.479104,0.160673,2.659060,0.441088,0.161976,2.622540,0.159744,0.167842,2.301018,0.002208,0.159513,
0.220646,6.960831,0.039936,0.443979,0.647328,0.160955,0.455260,0.458688,0.160776,2.546783,0.279168,0.156774,2.612966,0.229728,0.161258,0.443661,0.485376,0.162204,2.612958,0.412512,0.172122,2.651107,0.155104,0.163265,2.299550,0.002432,0.157514,
0.238229,6.028326,0.045884,0.443511,0.647456,0.159770,0.443481,0.461088,0.157951,2.527436,0.253024,0.175947,2.571928,0.226432,0.164600,0.443619,0.477696,0.163910,2.621187,0.463200,0.165110,2.604416,0.156416,0.161031,2.320923,0.002208,0.158682,
0.234492,5.772067,0.047389,0.453379,0.649696,0.160274,0.443111,0.453216,0.157938,2.578675,0.251488,0.155977,2.577009,0.225600,0.156259,0.445982,0.478208,0.159972,2.645594,0.438944,0.186619,2.580113,0.172928,0.173521,2.319808,0.002176,0.157301,
0.228391,6.491187,0.046975,0.443139,0.648768,0.160427,0.446736,0.454496,0.158537,2.544820,0.252224,0.157164,2.528455,0.225472,0.166325,0.446188,0.477280,0.160818,2.650705,0.414816,0.178486,2.576080,0.172960,0.189278,2.329767,0.002240,0.158770,
0.237722,5.901464,0.045072,0.443448,0.649568,0.160047,0.444327,0.453088,0.158168,2.541018,0.252000,0.157239,2.563063,0.248768,0.156396,0.445879,0.478720,0.159871,2.815199,0.448800,0.159349,2.617879,0.182880,0.161635,2.333808,0.002208,0.156801,
0.235968,5.731979,0.049257,0.452412,0.648384,0.160471,0.445543,0.453792,0.158164,2.532499,0.251232,0.156303,2.559418,0.229440,0.160091,0.444473,0.484800,0.165363,2.617883,0.410112,0.160994,2.590411,0.156736,0.159730,2.319001,0.002208,0.159255,
0.230122,5.739596,0.045763,0.443300,0.648800,0.165745,0.447006,0.454592,0.162998,2.531924,0.251520,0.156022,2.561131,0.225888,0.156022,0.444923,0.479904,0.160983,2.609178,0.470624,0.181988,2.542900,0.158944,0.161405,2.327813,0.002176,0.157132,
0.235652,5.737841,0.046101,0.453897,0.649376,0.159587,0.442917,0.454496,0.161640,2.516976,0.252000,0.157166,2.563693,0.229984,0.190850,0.443811,0.486368,0.161143,2.560363,0.432096,0.159637,2.519221,0.590464,0.157586,2.312082,0.003136,0.171294,
0.225957,5.734046,0.044945,0.445293,0.647808,0.159458,0.442797,0.454592,0.164253,2.545386,0.251520,0.156366,2.615119,0.228064,0.183565,0.444451,0.478048,0.160328,2.694798,0.441120,0.171334,2.530241,0.172800,0.159250,2.315816,0.002176,0.159982,
0.222192,5.721884,0.045373,0.442293,0.646176,0.160136,0.450791,0.454016,0.160873,2.521489,0.251168,0.156735,2.688661,0.261472,0.194328,0.459794,0.478048,0.160706,2.986917,0.449376,0.167154,2.556570,0.152768,0.155892,2.323975,0.002176,0.160172,
0.223958,5.730471,0.045963,0.449451,0.648544,0.159235,0.451517,0.460928,0.168482,2.514069,0.253376,0.156138,2.639147,0.257344,0.163347,0.444514,0.478112,0.160443,2.650394,0.438656,0.175669,2.513526,0.151424,0.169792,2.315849,0.002208,0.159053,
0.227621,5.729494,0.046158,0.441865,0.650912,0.160408,0.497944,0.470752,0.172808,2.603273,0.252928,0.160303,2.647997,0.230112,0.162789,0.444792,0.478176,0.161793,2.708630,0.434784,0.164509,2.515437,0.577120,0.164447,2.308199,0.002400,0.159154,
0.222011,5.756922,0.045729,0.444915,0.647136,0.166147,0.486547,0.480576,0.160141,2.530467,0.251456,0.170653,2.536500,0.224736,0.159278,0.443449,0.478368,0.160377,2.557725,0.408544,0.179147,2.540127,0.170304,0.186010,2.311813,0.002208,0.157514,
0.225512,5.726783,0.045464,0.457838,0.649120,0.160120,0.473084,0.696736,0.159081,2.516268,0.251808,0.168990,2.498340,0.225920,0.159493,0.448266,0.477856,0.161405,2.629871,0.409408,0.197109,2.549961,0.171168,0.167738,2.306948,0.002208,0.159603,
0.223740,5.725546,0.045193,0.457986,0.647904,0.165929,0.451931,0.457600,0.158362,2.529568,0.251872,0.172514,2.546310,0.565184,0.171193,0.443236,0.477440,0.160194,3.057687,0.450816,0.168098,2.544174,0.157024,0.160488,2.293192,0.002176,0.156497,
0.225937,5.725724,0.044419,0.442958,0.647744,0.165533,0.450145,0.454656,0.181099,2.484161,0.252640,0.171425,2.564096,0.252128,0.161163,0.442537,0.478016,0.163133,2.645464,0.442304,0.162336,2.529058,0.150368,0.157216,2.308039,0.002176,0.161005,
0.221027,5.723945,0.045719,0.441210,0.649152,0.161730,0.448261,0.454688,0.158401,2.514780,0.252192,0.155778,2.583099,0.228288,0.156196,0.460880,0.477984,0.160553,2.618065,0.436768,0.160826,2.498174,0.150880,0.157293,2.308118,0.002208,0.159645,
0.224960,5.723366,0.045972,0.464030,0.648256,0.177544,0.455367,0.453152,0.166660,2.510500,0.251936,0.157107,2.525257,0.225952,0.168582,0.445471,0.476704,0.160913,2.586282,0.412800,0.220610,2.510388,0.150976,0.156374,2.295747,0.002176,0.159331,
0.224480,5.798320,0.051595,0.475309,0.675104,0.168388,0.448536,0.454400,0.163892,2.499993,0.251392,0.161504,2.509836,0.225632,0.165006,0.444706,0.478560,0.160876,2.735923,0.412992,0.191242,2.501503,0.150720,0.158222,2.313766,0.002272,0.157534,
0.223464,5.787372,0.044905,0.516097,0.680000,0.163588,0.449506,0.454880,0.157903,2.543176,0.258240,0.171335,2.542543,0.224320,0.169191,0.460299,0.481984,0.161464,2.756959,0.449504,0.163640,2.497422,0.150720,0.160909,2.308304,0.002560,0.179662,
0.226717,6.443869,0.046983,0.459449,0.648736,0.160952,0.450012,0.456384,0.157814,2.536991,0.253504,0.159451,2.531916,0.250400,0.167572,0.443627,0.478016,0.160356,2.610135,0.412160,0.159810,2.509738,0.150688,0.156678,2.329580,0.002176,0.160168,
0.237455,5.904219,0.045316,0.451948,0.649280,0.161368,0.447462,0.454336,0.157937,2.541886,0.251424,0.158061,2.494143,0.228192,0.160629,0.444302,0.477824,0.161721,2.607631,0.431936,0.165372,2.506324,0.150272,0.153977,2.310740,0.002528,0.160310,
0.231271,5.729799,0.049011,0.448430,0.647424,0.161157,0.451779,0.455008,0.173184,2.541139,0.250752,0.171475,2.507647,0.226048,0.155052,0.444124,0.478688,0.162138,2.654287,0.411360,0.192801,2.525655,0.151552,0.156599,2.292896,0.002176,0.158287,
0.225690,5.772122,0.045817,0.447041,0.648544,0.165676,0.456671,0.456448,0.158135,2.521981,0.250688,0.156683,2.529515,0.224704,0.168734,0.450355,0.477888,0.161282,2.732811,0.449568,0.173244,2.512437,0.150848,0.154201,2.307279,0.002272,0.159181,
0.225895,5.730829,0.045591,0.445301,0.650944,0.161348,0.448090,0.455392,0.158647,2.560691,0.250976,0.161123,2.533778,0.224800,0.168761,0.443992,0.485184,0.164347,2.863723,0.446336,0.160763,2.544282,0.150976,0.157876,2.312462,0.002240,0.157321,
0.221848,5.736581,0.044843,0.447605,0.646592,0.164375,0.450855,0.454464,0.158473,2.540175,0.253952,0.157982,2.477782,0.225344,0.171751,0.445007,0.478880,0.163033,2.590274,0.414336,0.166672,2.527937,0.150208,0.154945,2.312189,0.002176,0.159168,
0.224872,6.048902,0.045472,0.446239,0.651456,0.159948,0.452842,0.454112,0.159696,2.541315,0.251232,0.157445,2.485930,0.225152,0.166373,0.457774,0.478176,0.161249,2.635539,0.437600,0.160264,2.526851,0.150720,0.158800,2.302452,0.002272,0.166870,
0.222863,6.100812,0.045049,0.447506,0.650368,0.160006,0.449562,0.454720,0.157784,2.558806,0.275840,0.158799,2.500246,0.224832,0.169174,0.444493,0.478560,0.162266,2.610834,0.415520,0.176476,2.483871,0.151680,0.156092,2.313083,0.002176,0.158777,
0.225704,6.099957,0.046301,0.447325,0.649824,0.174091,0.449794,0.453984,0.164908,2.578883,0.254848,0.157684,2.490418,0.225760,0.155799,0.449260,0.484320,0.159430,2.654824,0.408256,0.180444,2.502513,0.151328,0.162156,2.306577,0.002240,0.160277,
0.221367,6.101042,0.045537,0.449728,0.674624,0.161267,0.449617,0.454112,0.158544,2.604092,0.251040,0.164676,2.501663,0.225248,0.168347,0.444596,0.477760,0.161796,2.741210,0.445952,0.163783,2.496093,0.150560,0.155257,2.300993,0.002208,0.159442,
0.222853,6.104566,0.044993,0.444581,0.649728,0.159769,0.448986,0.455968,0.157406,2.595199,0.251392,0.157437,2.504327,0.228032,0.167578,0.446148,0.478912,0.163283,2.593074,0.410752,0.160294,2.514590,0.151200,0.159221,2.293562,0.002752,0.160359,
0.221770,6.101057,0.044862,0.446164,0.649024,0.160052,0.450317,0.455008,0.158955,2.510659,0.251456,0.158609,2.509423,0.225344,0.164872,0.443191,0.478784,0.161570,2.588275,0.446464,0.161492,2.502627,0.150752,0.155763,2.318865,0.002368,0.161876,
0.222851,6.100163,0.045097,0.444751,0.648864,0.160321,0.448130,0.455104,0.157579,2.570393,0.251328,0.169854,2.585700,0.247456,0.157270,0.445345,0.478528,0.173226,2.604310,0.411104,0.176869,2.535198,0.153440,0.158488,2.308542,0.002560,0.159489,
0.225699,6.097762,0.044993,0.450314,0.646112,0.159573,0.463502,0.454592,0.158401,2.535566,0.252800,0.156913,2.541080,0.227456,0.171974,0.449057,0.478784,0.160916,2.567419,0.405984,0.160335,2.507906,0.151168,0.155379,2.296094,0.002176,0.159492,
0.225401,6.098111,0.046301,0.446985,0.648192,0.159838,0.462476,0.454848,0.158367,2.561893,0.252576,0.175173,2.502644,0.225920,0.156958,0.449334,0.478080,0.160126,2.537143,0.409280,0.156121,2.496601,0.150912,0.157377,2.310469,0.002496,0.159417,
0.224609,6.104028,0.045858,0.452694,0.650016,0.160298,0.471111,0.453280,0.158578,2.583923,0.252992,0.158199,2.516513,0.232416,0.158413,0.450408,0.477824,0.160316,2.541102,0.406336,0.157268,2.525036,0.150784,0.154162,2.319161,0.002272,0.159845,
0.220826,6.443973,0.046260,0.443682,0.649344,0.160815,0.450093,0.454944,0.158468,2.546557,0.250400,0.156312,2.523858,0.226208,0.168115,0.456328,0.483456,0.159907,2.548945,0.433760,0.160308,2.504654,0.151040,0.165140,2.290838,0.002560,0.158119,
0.234250,5.844527,0.046234,0.444635,0.644800,0.161514,0.449298,0.453312,0.159068,2.551038,0.250368,0.157526,2.500307,0.224800,0.169428,0.445051,0.478816,0.160729,2.568561,0.405344,0.175841,2.507255,0.150112,0.153267,2.301304,0.002208,0.158410,
0.230104,5.730866,0.048625,0.453712,0.649824,0.161532,0.451369,0.454336,0.158036,2.514706,0.251296,0.155643,2.524253,0.225184,0.156383,0.444213,0.477216,0.163627,2.577661,0.435424,0.158181,2.533119,0.151488,0.157942,2.303837,0.002176,0.159729,
0.224738,5.725113,0.046752,0.446485,0.646688,0.160366,0.448300,0.454688,0.157898,2.552353,0.250592,0.174273,2.525517,0.225728,0.166091,0.449087,0.478496,0.160943,2.543482,0.409632,0.159113,2.504665,0.151808,0.154656,2.304831,0.002208,0.159601,
0.225460,5.731384,0.045718,0.461634,0.649536,0.174316,0.458776,0.455008,0.158266,2.602991,0.252832,0.156226,2.542821,0.224992,0.166029,0.445660,0.478848,0.159689,2.528664,0.405888,0.156877,2.500766,0.150336,0.157817,2.312667,0.002208,0.157226,
0.220590,5.730670,0.046278,0.500558,0.650720,0.175114,0.448835,0.456736,0.161241,2.575631,0.252064,0.157849,2.484686,0.225568,0.171460,0.443980,0.478176,0.160922,2.524336,0.406016,0.159476,2.510169,0.149952,0.162307,2.300925,0.002560,0.158910,
0.222731,5.733021,0.045399,0.473101,0.650240,0.161427,0.447772,0.454560,0.158364,2.532241,0.251168,0.156975,2.517800,0.225440,0.156627,0.446188,0.477696,0.161129,2.553680,0.405568,0.158326,2.544689,0.150944,0.157640,2.294666,0.002656,0.157568,
0.223487,5.719910,0.045678,0.453414,0.649024,0.164144,0.448154,0.454912,0.158930,2.593509,0.252064,0.169845,2.527103,0.225216,0.170244,0.458425,0.478048,0.160695,2.550057,0.407488,0.158931,2.516872,0.152416,0.154078,2.312618,0.002272,0.159464,
